"CODIGO  ";"DESCRICAO DO INSUMO";"UNIDADE DE MEDIDA";"ORIGEM DO PRECO";"PRECO MEDIANO R$"
"20193";"LOCACAO DE ANDAIME METALICO TIPO FACHADEIRO, PECAS COM APROXIMADAMENTE 1,20 M DE LARGURA E 2,0 M DE ALTURA, INCLUINDO DIAGONAIS EM X, BARRAS DE LIGACAO, SAPATAS E DEMAIS ITENS NECESSARIOS A MONTAGEM (NAO INCLUI INSTALACAO)                                                                                                                                                                                                                                                                            ";"M2XMES";"CR";"18,00"
"10527";"LOCACAO DE ANDAIME METALICO TUBULAR DE ENCAIXE, TIPO DE TORRE, CADA PAINEL COM LARGURA DE 1 ATE 1,5 M E ALTURA DE *1,00* M, INCLUINDO DIAGONAL, BARRAS DE LIGACAO, SAPATAS OU RODIZIOS E DEMAIS ITENS NECESSARIOS A MONTAGEM (NAO INCLUI INSTALACAO)                                                                                                                                                                                                                                                      ";"MXMES ";"C ";"24,00"
"41805";"LOCACAO DE ANDAIME SUSPENSO OU BALANCIM MANUAL, CAPACIDADE DE CARGA TOTAL DE APROXIMADAMENTE 250 KG/M2, PLATAFORMA DE 1,50 M X 0,80 M (C X L), CABO DE 45 M                                                                                                                                                                                                                                                                                                                                               ";"MES   ";"CR";"690,00"
"40271";"LOCACAO DE APRUMADOR METALICO DE PILAR, COM ALTURA E ANGULO REGULAVEIS, EXTENSAO DE *1,50* A *2,80* M                                                                                                                                                                                                                                                                                                                                                                                                     ";"UNXMES";"CR";"18,37"
"40287";"LOCACAO DE BARRA DE ANCORAGEM DE 0,80 A 1,20 M DE EXTENSAO, COM ROSCA DE 5/8"", INCLUINDO PORCA E FLANGE                                                                                                                                                                                                                                                                                                                                                                                                   ";"MES   ";"CR";"7,07"
"4084";"LOCACAO DE BOMBA SUBMERSIVEL PARA DRENAGEM E ESGOTAMENTO, MOTOR ELETRICO TRIFASICO, POTENCIA DE 1 CV, DIAMETRO DE RECALQUE DE 2"". FAIXA DE OPERACAO Q=25 M3/H (+ OU - 1 M3/H) E AMT=2 M, Q=12 M3/H (+ OU - 2 M3/H) E AMT = 12 M (+ OU - 2 M)                                                                                                                                                                                                                                                              ";"H     ";"CR";"2,28"
"743";"LOCACAO DE BOMBA SUBMERSIVEL PARA DRENAGEM E ESGOTAMENTO, MOTOR ELETRICO TRIFASICO, POTENCIA DE 2 CV, DIAMETRO DE RECALQUE DE 2"", FAIXA DE OPERACAO Q=35 M3/H (+ OU - 3 M3/H) E AMT=2 M, Q=13 M3/H (+ OU - 3 M3/H) E AMT = 17 M (+ OU - 3 M)                                                                                                                                                                                                                                                              ";"H     ";"C ";"2,28"
"40293";"LOCACAO DE BOMBA SUBMERSIVEL PARA DRENAGEM E ESGOTAMENTO, MOTOR ELETRICO TRIFASICO, POTENCIA DE 2 CV, DIAMETRO DE RECALQUE DE 3"". FAIXA DE OPERACAO Q=70 M3/H (+ OU - 2 M3/H) E AMT=2 M, Q=9,5 M3/H (+ OU - 3,5 M3/H) E AMT = 10 M (+ OU - 2 M)                                                                                                                                                                                                                                                           ";"H     ";"CR";"2,73"
"40294";"LOCACAO DE BOMBA SUBMERSIVEL PARA DRENAGEM E ESGOTAMENTO, MOTOR ELETRICO TRIFASICO, POTENCIA DE 3 CV, DIAMETRO DE RECALQUE DE 2"", FAIXA DE OPERACAO Q=84 M3/H (+ OU - 2,5 M3/H) E AMT=2 M, Q=9,1 M3/H (+ OU - 2 M3/H) E AMT = 12 M (+ OU - 2 M)                                                                                                                                                                                                                                                           ";"H     ";"CR";"2,28"
"4085";"LOCACAO DE BOMBA SUBMERSIVEL PARA DRENAGEM E ESGOTAMENTO, MOTOR ELETRICO TRIFASICO, POTENCIA DE 4 CV, DIAMETRO DE RECALQUE DE 3"". FAIXA DE OPERACAO Q=60 M3/H (+ OU - 1 M3/H) E AMT=2 M, Q=11 M3/H (+ OU - 1 M3/H) E AMT = 23 M (+ OU - 1 M)                                                                                                                                                                                                                                                              ";"H     ";"CR";"3,19"
"10779";"LOCACAO DE CONTAINER 2,30 X 4,30 M, ALT. 2,50 M, P/ SANITARIO, C/ 5 BACIAS, 1 LAVATORIO E 4 MICTORIOS (NAO INCLUI MOBILIZACAO/DESMOBILIZACAO)                                                                                                                                                                                                                                                                                                                                                             ";"MES   ";"AS";"1.078,12"
"10777";"LOCACAO DE CONTAINER 2,30 X 4,30 M, ALT. 2,50 M, PARA SANITARIO, COM 3 BACIAS, 4 CHUVEIROS, 1 LAVATORIO E 1 MICTORIO (NAO INCLUI MOBILIZACAO/DESMOBILIZACAO)                                                                                                                                                                                                                                                                                                                                              ";"MES   ";"AS";"979,29"
"10775";"LOCACAO DE CONTAINER 2,30 X 6,00 M, ALT. 2,50 M, COM 1 SANITARIO, PARA ESCRITORIO, COMPLETO, SEM DIVISORIAS INTERNAS (NAO INCLUI MOBILIZACAO/DESMOBILIZACAO)                                                                                                                                                                                                                                                                                                                                              ";"MES   ";"AS";"862,50"
"10776";"LOCACAO DE CONTAINER 2,30 X 6,00 M, ALT. 2,50 M, PARA ESCRITORIO, SEM DIVISORIAS INTERNAS E SEM SANITARIO (NAO INCLUI MOBILIZACAO/DESMOBILIZACAO)                                                                                                                                                                                                                                                                                                                                                         ";"MES   ";"AS";"673,82"
"10778";"LOCACAO DE CONTAINER 2,30 X 6,00 M, ALT. 2,50 M, PARA SANITARIO, COM 4 BACIAS, 8 CHUVEIROS,1 LAVATORIO E 1 MICTORIO (NAO INCLUI MOBILIZACAO/DESMOBILIZACAO)                                                                                                                                                                                                                                                                                                                                               ";"MES   ";"AS";"1.078,12"
"40339";"LOCACAO DE CRUZETA, SIMPLES, PARA ESCORA METALICA, COMPRIMENTO ENTRE 50 A 60 CM, PARA ESCORA DE 1,80 A 3,20 METROS E TUBO EXTERNO ATE 48 MM DE DIAMETRO                                                                                                                                                                                                                                                                                                                                                   ";"UNXMES";"CR";"6,44"
"10749";"LOCACAO DE ESCORA METALICA TELESCOPICA, COM ALTURA REGULAVEL DE *1,80* A *3,20* M, COM CAPACIDADE DE CARGA DE NO MINIMO 1000 KGF (10 KN), INCLUSO TRIPE E FORCADO                                                                                                                                                                                                                                                                                                                                         ";"UNXMES";"CR";"21,30"
"40290";"LOCACAO DE FORMA PLASTICA PARA LAJE NERVURADA, DIMENSOES *60* X *60* X *16* CM                                                                                                                                                                                                                                                                                                                                                                                                                            ";"UNXMES";"CR";"11,52"
"3346";"LOCACAO DE GRUPO GERADOR *80 A 125* KVA, MOTOR DIESEL, REBOCAVEL, ACIONAMENTO MANUAL                                                                                                                                                                                                                                                                                                                                                                                                                      ";"H     ";"C ";"17,32"
"3348";"LOCACAO DE GRUPO GERADOR ACIMA DE * 125 ATE 180* KVA, MOTOR DIESEL, REBOCAVEL, ACIONAMENTO MANUAL                                                                                                                                                                                                                                                                                                                                                                                                         ";"H     ";"CR";"20,72"
"39833";"LOCACAO DE GRUPO GERADOR DE *260* KVA, DIESEL REBOCAVEL, ACIONAMENTO MANUAL                                                                                                                                                                                                                                                                                                                                                                                                                               ";"H     ";"CR";"28,38"
"7252";"LOCACAO DE NIVEL OPTICO, COM PRECISAO DE 0,7 MM, AUMENTO DE 32X                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"H     ";"AS";"2,34"
"7247";"LOCACAO DE TEODOLITO ELETRONICO, PRECISAO ANGULAR DE 5 A 7 SEGUNDOS, INCLUINDO TRIPE                                                                                                                                                                                                                                                                                                                                                                                                                      ";"H     ";"AS";"2,34"
"40291";"LOCACAO DE TORRE METALICA COMPLETA PARA UMA CARGA DE 8 TF (80 KN)  E PE DIREITO DE 6 M, INCLUINDO MODULOS , DIAGONAIS, SAPATAS E FORCADOS                                                                                                                                                                                                                                                                                                                                                                 ";"UNXMES";"CR";"600,00"
"40275";"LOCACAO DE VIGA SANDUICHE METALICA VAZADA PARA TRAVAMENTO DE PILARES, ALTURA DE *8* CM, LARGURA DE *6* CM E EXTENSAO DE 2 M                                                                                                                                                                                                                                                                                                                                                                               ";"UNXMES";"CR";"19,20"
"42408";"LONA PLASTICA EXTRA FORTE PRETA, E = 200 MICRA                                                                                                                                                                                                                                                                                                                                                                                                                                                            ";"M2    ";"CR";"1,83"
"3777";"LONA PLASTICA PESADA PRETA, E = 150 MICRA                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ";"M2    ";"C ";"1,32"
"44699";"LUBRIFICANTE REDUTOR DE TORQUE E ARRASTO DE ALTO DESEMPENHO, PARA PERFURACAO HORIZONTAL DIRECIONAL, HDD                                                                                                                                                                                                                                                                                                                                                                                                   ";"KG    ";"CR";"47,51"
"3798";"LUMINARIA ABERTA P/ ILUMINACAO PUBLICA, TIPO X-57 PETERCO OU EQUIV                                                                                                                                                                                                                                                                                                                                                                                                                                        ";"UN    ";"AS";"96,58"
"38769";"LUMINARIA ARANDELA TIPO MEIA-LUA COM VIDRO FOSCO *30 X 15* CM, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"AS";"75,42"
"39510";"LUMINARIA DE EMBUTIR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE 14 W COM REFLETOR E ALETAS EM ALUMINIO, COMPLETA (INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"305,24"
"38776";"LUMINARIA DE EMBUTIR EM CHAPA DE ACO PARA 4 LAMPADAS FLUORESCENTES DE 14 W *60 X 60 CM* ALETADA (NAO INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"AS";"323,95"
"38774";"LUMINARIA DE EMERGENCIA 30 LEDS, POTENCIA 2 W, BATERIA DE LITIO, AUTONOMIA DE 6 HORAS                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"22,36"
"42247";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 138 W ATE 180 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"763,16"
"42248";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 181 W ATE 239 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"886,47"
"42249";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 240 W ATE 350 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"CR";"1.468,57"
"42244";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 33 W ATE 50 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"229,35"
"42245";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 51 W ATE 67 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"423,21"
"42246";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 68 W ATE 97 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"CR";"468,48"
"42243";"LUMINARIA DE LED PARA ILUMINACAO PUBLICA, DE 98 W ATE 137 W, INVOLUCRO EM ALUMINIO OU ACO INOX                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"CR";"564,90"
"38889";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO COM ALETAS PLASTICAS, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                        ";"UN    ";"AS";"57,81"
"38784";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO COM ALETAS PLASTICAS, PARA 2 LAMPADAS, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"77,34"
"3788";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 1 LAMPADA FLUORESCENTE DE *18* W, ALETADA, COMPLETA (LAMPADA E REATOR INCLUSOS)                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"AS";"80,60"
"12230";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 1 LAMPADA FLUORESCENTE DE *18* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADA)                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"AS";"20,73"
"3780";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 1 LAMPADA FLUORESCENTE DE *36* W, ALETADA, COMPLETA (LAMPADA E REATOR INCLUSOS)                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"AS";"118,91"
"12231";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 1 LAMPADA FLUORESCENTE DE *36* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADA)                                                                                                                                                                                                                                                                                                                                                                               ";"UN    ";"AS";"34,47"
"3811";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *18* W, ALETADA, COMPLETA (LAMPADAS E REATOR INCLUSOS)                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"111,69"
"12232";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *18* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"AS";"36,12"
"3799";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *36* W, ALETADA, COMPLETA (LAMPADAS E REATOR INCLUSOS)                                                                                                                                                                                                                                                                                                                                                                             ";"UN    ";"AS";"157,96"
"12239";"LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *36* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"AS";"47,29"
"38773";"LUMINARIA DE TETO PLAFON/PLAFONIER EM PLASTICO COM BASE E27, POTENCIA MAXIMA 60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                                                    ";"UN    ";"AS";"7,58"
"12271";"LUMINARIA DUPLA P/SINALIZACAO, TIPO WETZEL AS-2/110 OU EQUIV                                                                                                                                                                                                                                                                                                                                                                                                                                              ";"UN    ";"AS";"422,94"
"13382";"LUMINARIA FECHADA P/ ILUMINACAO PUBLICA, TIPO ABL 50/F OU EQUIV, P/ LAMPADA A VAPOR DE MERCURIO 400W                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"AS";"450,67"
"38785";"LUMINARIA HERMETICA IP-65 PARA 2 DUAS LAMPADAS DE 14/16/18/20 W (NAO INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"AS";"200,24"
"38786";"LUMINARIA HERMETICA IP-65 PARA 2 DUAS LAMPADAS DE 28/32/36/40 W (NAO INCLUI REATOR E LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                                                            ";"UN    ";"AS";"246,65"
"39385";"LUMINARIA LED PLAFON REDONDO DE SOBREPOR BIVOLT 12/13 W,  D = *17* CM                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"20,45"
"39389";"LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 10 W                                                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"CR";"22,19"
"39390";"LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 30 W                                                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"CR";"46,51"
"39391";"LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 50 W                                                                                                                                                                                                                                                                                                                                                                                                                                                ";"UN    ";"CR";"52,21"
"3803";"LUMINARIA PLAFON REDONDO COM VIDRO FOSCO DIAMETRO *25* CM, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"71,52"
"38770";"LUMINARIA PLAFON REDONDO COM VIDRO FOSCO DIAMETRO *30* CM, PARA 2 LAMPADAS, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADAS)                                                                                                                                                                                                                                                                                                                                                                       ";"UN    ";"AS";"82,81"
"12267";"LUMINARIA PROVA DE TEMPO PETERCO Y.31/1                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"242,67"
"43265";"LUMINARIA SOLAR LED EXTERNA, TIPO ARANDELA DE PAREDE, EM ALUMINIO, 16 LEDS, LUZ BRANCA, *180* LUMENS, CAPACIDADE DE ILUMINACAO ATE 36 H, RETANGULAR, *13 X 9 X 7* (C X L X A), COM SENSOR DE MOVIMENTO / PRESENCA, BATERIA RECARREGAVEL COM LUZ SOLAR, RESISTENTE AO CALOR, A PROVA DE AGUA E POEIRA/ IMPERMEAVEL, IP65                                                                                                                                                                                   ";"UN    ";"CR";"63,95"
"12266";"LUMINARIA SPOT DE SOBREPOR EM ALUMINIO COM ALETA PLASTICA PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"124,20"
"39378";"LUMINARIA SPOT DE SOBREPOR EM ALUMINIO COM ALETA PLASTICA PARA 2 LAMPADAS, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                         ";"UN    ";"AS";"88,06"
"43543";"LUMINARIA TIPO TARTARUGA A PROVA DE TEMPO, GASES, VAPOR E PO, EM ALUMINIO, COM GRADE, BASE E27, POTENCIA MAXIMA 100 W - REF Y 25/1 (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                   ";"UN    ";"AS";"183,46"
"38775";"LUMINARIA TIPO TARTARUGA PARA AREA EXTERNA EM ALUMINIO, COM GRADE, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)                                                                                                                                                                                                                                                                                                                                                                 ";"UN    ";"AS";"93,36"
"44252";"LUVA CPVC, SOLDAVEL, 114 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                     ";"UN    ";"CR";"155,90"
"21119";"LUVA CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"1,56"
"37974";"LUVA CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"2,02"
"37975";"LUVA CPVC, SOLDAVEL, 28 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"4,50"
"37976";"LUVA CPVC, SOLDAVEL, 35 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"10,02"
"37977";"LUVA CPVC, SOLDAVEL, 42 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"13,87"
"37978";"LUVA CPVC, SOLDAVEL, 54 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"27,50"
"37979";"LUVA CPVC, SOLDAVEL, 73 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"116,71"
"37980";"LUVA CPVC, SOLDAVEL, 89 MM, PARA AGUA QUENTE PREDIAL                                                                                                                                                                                                                                                                                                                                                                                                                                                      ";"UN    ";"CR";"134,07"
"36147";"LUVA DE BORRACHA ISOLANTE PARA ALTA TENSAO, RESISTENTE A OZONIO, TENSAO DE ENSAIO 2,5 KV (PAR)                                                                                                                                                                                                                                                                                                                                                                                                            ";"PAR   ";"CR";"423,08"
"12731";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 104 MM                                                                                                                                                                                                                                                                                                                                                                                                                                          ";"UN    ";"AS";"349,28"
"12723";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"2,70"
"12724";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"5,20"
"12725";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"10,44"
"12726";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"23,04"
"12727";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"29,22"
"12728";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"47,73"
"12729";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"156,45"
"12730";"LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM                                                                                                                                                                                                                                                                                                                                                                                                                                           ";"UN    ";"AS";"239,53"
